C, tp=0, ts=0, x0=373321178, x1=1000005
B, tp=45, ts=45, x0=551423098, x1=304087298
A, tp=45, ts=45, x0=125704541, x1=5
B, tp=45, ts=45, x0=295295265, x1=883624814
C, tp=45, ts=45, x0=741017702, x1=1000001
B, tp=45, ts=45, x0=539270853, x1=559158266
B, tp=45, ts=45, x0=2447101, x1=409284712
C, tp=45, ts=45, x0=248173409, x1=1000001
B, tp=45, ts=45, x0=63098718, x1=239374253
B, tp=45, ts=45, x0=319174183, x1=880531038
B, tp=45, ts=45, x0=4167557, x1=807094892
B, tp=45, ts=45, x0=873915208, x1=383913233
B, tp=45, ts=45, x0=925200340, x1=852617412
C, tp=45, ts=45, x0=614143572, x1=1000008
B, tp=45, ts=45, x0=965819205, x1=809037816
B, tp=45, ts=45, x0=311503457, x1=86586596
B, tp=45, ts=45, x0=479613915, x1=998194748
C, tp=45, ts=45, x0=108990427, x1=1000001
A, tp=45, ts=45, x0=225534234, x1=8
C, tp=45, ts=45, x0=136264444, x1=1000001
C, tp=45, ts=45, x0=479495452, x1=1000004
B, tp=45, ts=45, x0=595816321, x1=472276024
B, tp=45, ts=45, x0=644175277, x1=682315966
C, tp=45, ts=45, x0=77245327, x1=1000001
A, tp=45, ts=45, x0=842741518, x1=8
C, tp=45, ts=45, x0=418979595, x1=1000001
C, tp=45, ts=45, x0=534667487, x1=1000001
B, tp=45, ts=45, x0=719944376, x1=101683035
B, tp=45, ts=45, x0=893648122, x1=743447794
B, tp=45, ts=45, x0=389812271, x1=762097908
C, tp=45, ts=45, x0=633042976, x1=1000001
B, tp=45, ts=45, x0=703443965, x1=555742587
B, tp=45, ts=45, x0=494776290, x1=900851466
A, tp=45, ts=45, x0=504963694, x1=11
C, tp=45, ts=45, x0=141024656, x1=1000002
C, tp=45, ts=45, x0=879341923, x1=1000001
C, tp=45, ts=45, x0=20049089, x1=1000001
A, tp=45, ts=45, x0=134886464, x1=4
A, tp=45, ts=45, x0=246939713, x1=17
C, tp=45, ts=45, x0=107919670, x1=1000002
C, tp=45, ts=45, x0=670484818, x1=1000022
C, tp=45, ts=45, x0=840244036, x1=1000011
C, tp=45, ts=45, x0=924677245, x1=1000003
B, tp=45, ts=45, x0=204172228, x1=388942529
B, tp=45, ts=45, x0=69957260, x1=477305293
B, tp=45, ts=45, x0=543955589, x1=567777937
B, tp=45, ts=45, x0=372738667, x1=577635040
A, tp=45, ts=45, x0=48839195, x1=36
B, tp=45, ts=45, x0=867143425, x1=43316879
B, tp=45, ts=45, x0=453061077, x1=874898301
B, tp=45, ts=45, x0=970899031, x1=990144688
B, tp=45, ts=45, x0=627668852, x1=141304375
B, tp=45, ts=45, x0=461104900, x1=876847985
A, tp=45, ts=45, x0=397195738, x1=4
C, tp=45, ts=45, x0=818515343, x1=1000001
A, tp=45, ts=45, x0=107499534, x1=25
A, tp=45, ts=45, x0=685986564, x1=4
C, tp=45, ts=45, x0=716729309, x1=1000002
C, tp=45, ts=45, x0=111993341, x1=1000002
C, tp=45, ts=45, x0=902490619, x1=1000002
B, tp=45, ts=45, x0=794569661, x1=168868537
B, tp=45, ts=45, x0=676411204, x1=537376594
C, tp=45, ts=45, x0=928279156, x1=1000001
B, tp=45, ts=45, x0=136294364, x1=654608951
B, tp=45, ts=45, x0=336881340, x1=912869051
B, tp=45, ts=45, x0=895614553, x1=473931386
B, tp=45, ts=45, x0=148648223, x1=808089583
C, tp=45, ts=45, x0=931765750, x1=1000002
B, tp=45, ts=45, x0=299929259, x1=887165948
B, tp=45, ts=45, x0=603543741, x1=571588016
B, tp=45, ts=45, x0=997449399, x1=630686959
C, tp=45, ts=45, x0=933458042, x1=1000004
B, tp=45, ts=45, x0=787451116, x1=799530206
B, tp=45, ts=45, x0=814864567, x1=386491292
B, tp=45, ts=45, x0=794363249, x1=232694605
C, tp=45, ts=45, x0=316763577, x1=1000003
C, tp=45, ts=45, x0=980362610, x1=1000001
B, tp=45, ts=45, x0=638932789, x1=614179233
A, tp=45, ts=45, x0=954330802, x1=7
B, tp=45, ts=45, x0=753706457, x1=378760470
B, tp=45, ts=45, x0=845049449, x1=198683532
B, tp=45, ts=45, x0=912352685, x1=902890244
A, tp=45, ts=45, x0=563809583, x1=4
B, tp=45, ts=45, x0=563809583, x1=530699913
C, tp=45, ts=45, x0=482132954, x1=1000003
C, tp=45, ts=45, x0=745317839, x1=1000026
B, tp=45, ts=45, x0=562908286, x1=451114702
C, tp=45, ts=45, x0=26845821, x1=1000001
B, tp=45, ts=45, x0=581921769, x1=781756817
B, tp=45, ts=45, x0=384786900, x1=679800019
B, tp=45, ts=45, x0=177766748, x1=381730013
B, tp=45, ts=45, x0=228647404, x1=374005002
B, tp=45, ts=45, x0=697787687, x1=133008242
B, tp=45, ts=45, x0=213085418, x1=129911395
B, tp=45, ts=45, x0=512770655, x1=269870069
B, tp=45, ts=45, x0=923557092, x1=228596349
C, tp=45, ts=45, x0=966663108, x1=1000006
C, tp=45, ts=45, x0=826808799, x1=1000016
B, tp=45, ts=45, x0=786076609, x1=574169150
B, tp=45, ts=45, x0=63600915, x1=7181645
B, tp=45, ts=45, x0=675887380, x1=159293954
A, tp=45, ts=45, x0=485335469, x1=8
C, tp=45, ts=45, x0=953670977, x1=1000001
C, tp=45, ts=45, x0=772382131, x1=1000001
B, tp=45, ts=45, x0=745987028, x1=160221180
C, tp=45, ts=45, x0=640422563, x1=1000065
C, tp=45, ts=45, x0=77159014, x1=1000001
B, tp=45, ts=45, x0=122612430, x1=907230492
A, tp=45, ts=45, x0=854327823, x1=5
B, tp=45, ts=45, x0=854327823, x1=499031513
B, tp=45, ts=45, x0=109604575, x1=767770190
C, tp=45, ts=45, x0=440672300, x1=1000084
B, tp=45, ts=45, x0=503225331, x1=19262560
B, tp=45, ts=45, x0=96289096, x1=226906101
B, tp=45, ts=45, x0=722727409, x1=161213770
B, tp=45, ts=45, x0=521756188, x1=869077300
B, tp=45, ts=45, x0=512158729, x1=814361462
B, tp=45, ts=45, x0=301541880, x1=725864543
B, tp=45, ts=45, x0=801918168, x1=94385267
B, tp=45, ts=45, x0=493792265, x1=632322799
C, tp=45, ts=45, x0=136720664, x1=1000001
B, tp=45, ts=45, x0=131874186, x1=811228492
B, tp=45, ts=45, x0=579250503, x1=481206955
C, tp=45, ts=45, x0=313662685, x1=1000002
C, tp=45, ts=45, x0=961786194, x1=1000001
B, tp=45, ts=45, x0=255565583, x1=623949534
C, tp=45, ts=45, x0=768847628, x1=1000001
C, tp=45, ts=45, x0=282747082, x1=1000001
C, tp=45, ts=45, x0=491329447, x1=1000001
C, tp=45, ts=45, x0=448263422, x1=1000019
C, tp=45, ts=45, x0=480421573, x1=1000003
C, tp=45, ts=45, x0=645920479, x1=1000001
B, tp=45, ts=45, x0=909623083, x1=420567134
B, tp=45, ts=45, x0=965770338, x1=660152518
C, tp=45, ts=45, x0=50322047, x1=1000001
B, tp=45, ts=45, x0=338108643, x1=547014345
C, tp=45, ts=45, x0=689990928, x1=1000002
C, tp=45, ts=45, x0=749038647, x1=1000001
C, tp=45, ts=45, x0=670163530, x1=1000001
B, tp=45, ts=45, x0=562334598, x1=75270004
C, tp=45, ts=45, x0=574669851, x1=1000001
C, tp=45, ts=45, x0=459850656, x1=1000040
C, tp=45, ts=45, x0=943425779, x1=1000005
B, tp=45, ts=45, x0=945795034, x1=443020578
B, tp=45, ts=45, x0=83805562, x1=182274073
A, tp=45, ts=45, x0=13008467, x1=5
B, tp=45, ts=45, x0=218070046, x1=667449119
B, tp=45, ts=45, x0=626404360, x1=605168568
C, tp=45, ts=45, x0=46287803, x1=1000002
C, tp=45, ts=45, x0=170255215, x1=1000002
B, tp=45, ts=45, x0=234282999, x1=488594209
C, tp=45, ts=45, x0=242083569, x1=1000001
A, tp=45, ts=45, x0=813098637, x1=96
B, tp=45, ts=45, x0=333324762, x1=744253315
A, tp=45, ts=45, x0=15727011, x1=6
C, tp=45, ts=45, x0=111092954, x1=1000322
B, tp=45, ts=45, x0=645699863, x1=167736623
B, tp=45, ts=45, x0=843511224, x1=107968488
C, tp=45, ts=45, x0=894160666, x1=1000001
C, tp=45, ts=45, x0=462345420, x1=1000001
C, tp=45, ts=45, x0=2565560, x1=1001087
C, tp=45, ts=45, x0=123836281, x1=1000001
B, tp=45, ts=45, x0=613614969, x1=573153184
B, tp=45, ts=45, x0=160918919, x1=412055883
C, tp=45, ts=45, x0=85389905, x1=1000001
C, tp=45, ts=45, x0=30769097, x1=1000002
B, tp=45, ts=45, x0=854032279, x1=866801140
C, tp=45, ts=45, x0=621615012, x1=1000001
B, tp=45, ts=45, x0=314614318, x1=337963627
B, tp=45, ts=45, x0=267510494, x1=824726273
B, tp=45, ts=45, x0=679972959, x1=354304617
B, tp=45, ts=45, x0=161671429, x1=357154844
B, tp=45, ts=45, x0=325814932, x1=38714382
C, tp=45, ts=45, x0=444541706, x1=1000003
C, tp=45, ts=45, x0=202344236, x1=1000001
B, tp=45, ts=45, x0=359201148, x1=302129519
B, tp=45, ts=45, x0=919779299, x1=10671460
C, tp=45, ts=45, x0=179282344, x1=1000001
A, tp=45, ts=45, x0=377568711, x1=11
B, tp=45, ts=45, x0=948916933, x1=110227827
C, tp=45, ts=45, x0=583139672, x1=1000008
C, tp=45, ts=45, x0=907152642, x1=1000001
B, tp=45, ts=45, x0=692005383, x1=296003440
A, tp=45, ts=45, x0=473735703, x1=4
C, tp=45, ts=45, x0=697380059, x1=1000002
C, tp=45, ts=45, x0=742050401, x1=1000003
>WATERMARK 45<
B, tp=46, ts=46, x0=542465154, x1=49582429
C, tp=46, ts=46, x0=603861800, x1=131429149
B, tp=46, ts=46, x0=798977120, x1=206704590
B, tp=46, ts=46, x0=600263948, x1=545298317
B, tp=46, ts=46, x0=700509439, x1=941144132
B, tp=46, ts=46, x0=245246366, x1=726318443
A, tp=46, ts=46, x0=503490251, x1=853
B, tp=46, ts=46, x0=804679292, x1=304391139
B, tp=46, ts=46, x0=895237807, x1=524891181
B, tp=46, ts=46, x0=172235111, x1=201066629
B, tp=46, ts=46, x0=889812613, x1=678403725
B, tp=46, ts=46, x0=180398637, x1=158390902
C, tp=46, ts=46, x0=994738058, x1=330895698
C, tp=46, ts=46, x0=937040243, x1=450658742
B, tp=46, ts=46, x0=442993664, x1=856371174
C, tp=46, ts=46, x0=207544202, x1=449996269
B, tp=46, ts=46, x0=247719955, x1=234185065
B, tp=46, ts=46, x0=220829899, x1=340968219
C, tp=46, ts=46, x0=322261078, x1=434032351
B, tp=46, ts=46, x0=941670349, x1=921679101
B, tp=46, ts=46, x0=752634819, x1=748825866
B, tp=46, ts=46, x0=828677376, x1=439954076
B, tp=46, ts=46, x0=770641942, x1=823833297
C, tp=46, ts=46, x0=223501593, x1=622992164
A, tp=46, ts=46, x0=876115866, x1=4
C, tp=46, ts=46, x0=542228053, x1=43025808
B, tp=46, ts=46, x0=82481646, x1=130015975
C, tp=46, ts=46, x0=66060787, x1=360630038
B, tp=46, ts=46, x0=175881943, x1=6806884
C, tp=46, ts=46, x0=349849765, x1=767345835
B, tp=46, ts=46, x0=22640662, x1=223136664
B, tp=46, ts=46, x0=556552150, x1=410800132
B, tp=46, ts=46, x0=325294170, x1=765250867
B, tp=46, ts=46, x0=691928684, x1=788754396
C, tp=46, ts=46, x0=768327961, x1=1000001
B, tp=46, ts=46, x0=817323405, x1=239832380
C, tp=46, ts=46, x0=926631766, x1=1000016
B, tp=46, ts=46, x0=118282840, x1=605638199
B, tp=46, ts=46, x0=317697179, x1=39790053
B, tp=46, ts=46, x0=743190382, x1=287122540
B, tp=46, ts=46, x0=589865285, x1=780468337
B, tp=46, ts=46, x0=19120695, x1=499736883
C, tp=46, ts=46, x0=319013324, x1=1000004
B, tp=46, ts=46, x0=573421857, x1=766852151
C, tp=46, ts=46, x0=639430141, x1=1000007
B, tp=46, ts=46, x0=571515596, x1=710189963
B, tp=46, ts=46, x0=859728278, x1=780694125
A, tp=46, ts=46, x0=110854976, x1=102131384
A, tp=46, ts=46, x0=117730722, x1=20
C, tp=46, ts=46, x0=160599634, x1=1000001
C, tp=46, ts=46, x0=891759422, x1=1000002
B, tp=46, ts=46, x0=144365347, x1=846341095
B, tp=46, ts=46, x0=701274987, x1=532799334
C, tp=46, ts=46, x0=696052150, x1=1000001
A, tp=46, ts=46, x0=641725247, x1=4
C, tp=46, ts=46, x0=89038777, x1=1000018
C, tp=46, ts=46, x0=410049710, x1=1000003
A, tp=46, ts=46, x0=399271797, x1=7
B, tp=46, ts=46, x0=996481262, x1=321321673
B, tp=46, ts=46, x0=10168579, x1=347402620
B, tp=46, ts=46, x0=710226327, x1=907073362
B, tp=46, ts=46, x0=865344423, x1=708866501
C, tp=46, ts=46, x0=865446072, x1=1000001
B, tp=46, ts=46, x0=563617896, x1=36869793
A, tp=46, ts=46, x0=440011598, x1=7
B, tp=46, ts=46, x0=932673338, x1=44019070
C, tp=46, ts=46, x0=872705977, x1=1000001
B, tp=46, ts=46, x0=192530931, x1=635870706
B, tp=46, ts=46, x0=521430423, x1=537290639
B, tp=46, ts=46, x0=8451669, x1=433218482
B, tp=46, ts=46, x0=646198170, x1=501372746
C, tp=46, ts=46, x0=612148203, x1=1000003
C, tp=46, ts=46, x0=915694329, x1=1000001
C, tp=46, ts=46, x0=957206773, x1=1000001
B, tp=46, ts=46, x0=897185301, x1=745811497
C, tp=46, ts=46, x0=668653056, x1=1000001
C, tp=46, ts=46, x0=990345796, x1=1000002
A, tp=46, ts=46, x0=357625973, x1=7
B, tp=46, ts=46, x0=925598257, x1=709510209
B, tp=46, ts=46, x0=963489360, x1=766314250
B, tp=46, ts=46, x0=659682934, x1=911845256
C, tp=46, ts=46, x0=669623090, x1=1000001
C, tp=46, ts=46, x0=432882740, x1=1000001
B, tp=46, ts=46, x0=358920738, x1=82853077
C, tp=46, ts=46, x0=522323487, x1=1000001
C, tp=46, ts=46, x0=670150842, x1=1000001
B, tp=46, ts=46, x0=976828251, x1=789480164
C, tp=46, ts=46, x0=770236165, x1=1000005
B, tp=46, ts=46, x0=556344003, x1=7316336
C, tp=46, ts=46, x0=953129905, x1=1000001
B, tp=46, ts=46, x0=812688009, x1=598425185
C, tp=46, ts=46, x0=931488253, x1=1000001
B, tp=46, ts=46, x0=517636470, x1=537921344
B, tp=46, ts=46, x0=785851509, x1=84435755
B, tp=46, ts=46, x0=200005316, x1=179945130
B, tp=46, ts=46, x0=953903090, x1=901783990
A, tp=46, ts=46, x0=811421892, x1=5
C, tp=46, ts=46, x0=60953209, x1=1000001
C, tp=46, ts=46, x0=157148749, x1=1000004
C, tp=46, ts=46, x0=346043381, x1=1000046
B, tp=46, ts=46, x0=576095921, x1=496218781
C, tp=46, ts=46, x0=702722246, x1=1000001
C, tp=46, ts=46, x0=932287180, x1=1000001
B, tp=46, ts=46, x0=273447213, x1=411242202
C, tp=46, ts=46, x0=363893260, x1=1000001
B, tp=46, ts=46, x0=685378228, x1=341799310
B, tp=46, ts=46, x0=713391034, x1=218349474
B, tp=46, ts=46, x0=275537740, x1=754484228
B, tp=46, ts=46, x0=647053742, x1=900980673
B, tp=46, ts=46, x0=630045300, x1=25026366
B, tp=46, ts=46, x0=377568711, x1=668916052
B, tp=46, ts=46, x0=506165262, x1=892762938
B, tp=46, ts=46, x0=214801854, x1=985413752
B, tp=46, ts=46, x0=527413616, x1=473631747
A, tp=46, ts=46, x0=709305528, x1=4
C, tp=46, ts=46, x0=428808313, x1=1000005
B, tp=46, ts=46, x0=911644899, x1=133007092
C, tp=46, ts=46, x0=519463577, x1=1000001
B, tp=46, ts=46, x0=508146983, x1=900731879
B, tp=46, ts=46, x0=592237794, x1=611938042
C, tp=46, ts=46, x0=509577902, x1=1000001
B, tp=46, ts=46, x0=779849296, x1=969067858
B, tp=46, ts=46, x0=737896872, x1=999719252
B, tp=46, ts=46, x0=122336374, x1=717921726
B, tp=46, ts=46, x0=794668883, x1=806564522
B, tp=46, ts=46, x0=726583316, x1=269413601
C, tp=46, ts=46, x0=671803251, x1=1000003
A, tp=46, ts=46, x0=907924621, x1=4
A, tp=46, ts=46, x0=308572997, x1=9
B, tp=46, ts=46, x0=68415790, x1=432781872
A, tp=46, ts=46, x0=900606552, x1=4
A, tp=46, ts=46, x0=181965642, x1=6
C, tp=46, ts=46, x0=55774507, x1=1000001
B, tp=46, ts=46, x0=416530361, x1=74519365
B, tp=46, ts=46, x0=953690423, x1=752204319
C, tp=46, ts=46, x0=894412981, x1=1000001
B, tp=46, ts=46, x0=748718376, x1=742128720
C, tp=46, ts=46, x0=899985942, x1=1000021
C, tp=46, ts=46, x0=644189581, x1=1000018
C, tp=46, ts=46, x0=506279096, x1=1000001
C, tp=46, ts=46, x0=620905415, x1=1000003
B, tp=46, ts=46, x0=201215361, x1=772650041
B, tp=46, ts=46, x0=939848571, x1=207887185
C, tp=46, ts=46, x0=602322159, x1=1000001
C, tp=46, ts=46, x0=148118148, x1=1000001
B, tp=46, ts=46, x0=790908884, x1=371213045
C, tp=46, ts=46, x0=656487270, x1=1000001
A, tp=46, ts=46, x0=215512270, x1=4
B, tp=46, ts=46, x0=867109492, x1=941573991
B, tp=46, ts=46, x0=618324407, x1=918995308
C, tp=46, ts=46, x0=207614302, x1=1000001
C, tp=46, ts=46, x0=532371260, x1=1000001
C, tp=46, ts=46, x0=83648668, x1=1000001
C, tp=46, ts=46, x0=693255606, x1=1000001
A, tp=46, ts=46, x0=722307634, x1=19
A, tp=46, ts=46, x0=125703844, x1=29
B, tp=46, ts=46, x0=490021772, x1=51627814
B, tp=46, ts=46, x0=638585124, x1=67989564
C, tp=46, ts=46, x0=634226527, x1=1000001
A, tp=46, ts=46, x0=652764966, x1=4
B, tp=46, ts=46, x0=985365088, x1=525331232
C, tp=46, ts=46, x0=427976156, x1=1000001
B, tp=46, ts=46, x0=183495440, x1=874165390
C, tp=46, ts=46, x0=207420334, x1=1000005
C, tp=46, ts=46, x0=185668746, x1=1000001
B, tp=46, ts=46, x0=834743001, x1=122078522
A, tp=46, ts=46, x0=858921798, x1=156
B, tp=46, ts=46, x0=188969082, x1=774180623
C, tp=46, ts=46, x0=385153421, x1=1000003
C, tp=46, ts=46, x0=477512313, x1=1000004
B, tp=46, ts=46, x0=15506110, x1=567336025
B, tp=46, ts=46, x0=399857995, x1=527602573
C, tp=46, ts=46, x0=165998654, x1=1000002
B, tp=46, ts=46, x0=98150140, x1=720377668
B, tp=46, ts=46, x0=183814725, x1=918447996
B, tp=46, ts=46, x0=495078688, x1=339409554
C, tp=46, ts=46, x0=943861908, x1=1000001
C, tp=46, ts=46, x0=733292194, x1=1000001
C, tp=46, ts=46, x0=568079092, x1=1000002
C, tp=46, ts=46, x0=464569976, x1=1000001
A, tp=46, ts=46, x0=297571361, x1=10
B, tp=46, ts=46, x0=81740381, x1=513486917
B, tp=46, ts=46, x0=988454783, x1=619274662
B, tp=46, ts=46, x0=520012527, x1=266968701
C, tp=46, ts=46, x0=44990556, x1=1000001
C, tp=46, ts=46, x0=383995788, x1=1000001
B, tp=46, ts=46, x0=760241855, x1=562750655
B, tp=46, ts=46, x0=28027607, x1=643456669
C, tp=46, ts=46, x0=947194390, x1=1000001
B, tp=46, ts=46, x0=875140136, x1=39395926
C, tp=46, ts=46, x0=51090533, x1=1000001
B, tp=46, ts=46, x0=770499661, x1=608162406
B, tp=46, ts=46, x0=28378943, x1=429719775
C, tp=46, ts=46, x0=503100365, x1=1000001
C, tp=46, ts=46, x0=253856856, x1=1000001
B, tp=46, ts=46, x0=171794, x1=222764194
C, tp=46, ts=46, x0=212670939, x1=1000002
B, tp=46, ts=46, x0=635212730, x1=649510619
B, tp=46, ts=46, x0=517646214, x1=467584871
B, tp=46, ts=46, x0=292014815, x1=729355776
B, tp=46, ts=46, x0=301053320, x1=185006600
C, tp=46, ts=46, x0=772211772, x1=1000001
B, tp=46, ts=46, x0=951774383, x1=952088429
C, tp=46, ts=46, x0=758495476, x1=1000002
C, tp=46, ts=46, x0=714642151, x1=1000004
C, tp=46, ts=46, x0=496712844, x1=1000014
B, tp=46, ts=46, x0=305216954, x1=381543924
A, tp=46, ts=46, x0=924288701, x1=11
C, tp=46, ts=46, x0=480240221, x1=1000001
C, tp=46, ts=46, x0=498483268, x1=1000001
B, tp=46, ts=46, x0=706123208, x1=122471896
C, tp=46, ts=46, x0=708622144, x1=1000001
C, tp=46, ts=46, x0=394892152, x1=1000001
C, tp=46, ts=46, x0=690653555, x1=1000001
A, tp=46, ts=46, x0=563829584, x1=4
B, tp=46, ts=46, x0=179871543, x1=366763467
B, tp=46, ts=46, x0=96970547, x1=590554766
B, tp=46, ts=46, x0=386431122, x1=629663071
B, tp=46, ts=46, x0=161091012, x1=170074937
C, tp=46, ts=46, x0=94842856, x1=1000002
B, tp=46, ts=46, x0=933882807, x1=659050507
B, tp=46, ts=46, x0=207054150, x1=846954919
B, tp=46, ts=46, x0=52013214, x1=441161726
B, tp=46, ts=46, x0=970147437, x1=312603910
B, tp=46, ts=46, x0=334143950, x1=693376876
B, tp=46, ts=46, x0=569028618, x1=757911891
B, tp=46, ts=46, x0=84582456, x1=52275089
B, tp=46, ts=46, x0=521914213, x1=133161383
B, tp=46, ts=46, x0=273002955, x1=702132033
C, tp=46, ts=46, x0=361422468, x1=1000001
C, tp=46, ts=46, x0=992193072, x1=1000001
C, tp=46, ts=46, x0=817161140, x1=1000001
B, tp=46, ts=46, x0=74906185, x1=653842557
B, tp=46, ts=46, x0=674541616, x1=291039253
B, tp=46, ts=46, x0=574910141, x1=624219218
B, tp=46, ts=46, x0=449243900, x1=176486330
C, tp=46, ts=46, x0=783262439, x1=1000001
C, tp=46, ts=46, x0=873328822, x1=1000001
B, tp=46, ts=46, x0=828588714, x1=329831643
C, tp=46, ts=46, x0=21337238, x1=1000001
C, tp=46, ts=46, x0=699451273, x1=1000001
B, tp=46, ts=46, x0=653404771, x1=958745009
C, tp=46, ts=46, x0=941053252, x1=1000007
C, tp=46, ts=46, x0=285130788, x1=1000002
C, tp=46, ts=46, x0=516331294, x1=1000002
B, tp=46, ts=46, x0=864028980, x1=935406999
B, tp=46, ts=46, x0=710063401, x1=375683850
C, tp=46, ts=46, x0=715442049, x1=1000001
B, tp=46, ts=46, x0=241032434, x1=101415739
B, tp=46, ts=46, x0=795428649, x1=545742235
C, tp=46, ts=46, x0=850291147, x1=1000001
A, tp=46, ts=46, x0=250782056, x1=5
B, tp=46, ts=46, x0=922682698, x1=991530129
B, tp=46, ts=46, x0=889765461, x1=210232771
B, tp=46, ts=46, x0=647007946, x1=707935029
B, tp=46, ts=46, x0=917907001, x1=257555421
B, tp=46, ts=46, x0=698921587, x1=634322777
B, tp=46, ts=46, x0=784189254, x1=845050156
C, tp=46, ts=46, x0=291561659, x1=1000001
C, tp=46, ts=46, x0=421868715, x1=1000001
B, tp=46, ts=46, x0=298030862, x1=229855953
C, tp=46, ts=46, x0=45573062, x1=1000002
B, tp=46, ts=46, x0=399336530, x1=701191376
B, tp=46, ts=46, x0=767536167, x1=487964668
B, tp=46, ts=46, x0=762396162, x1=35027025
B, tp=46, ts=46, x0=308169994, x1=572000278
B, tp=46, ts=46, x0=234087065, x1=769827934
B, tp=46, ts=46, x0=851142971, x1=558142857
C, tp=46, ts=46, x0=102125284, x1=1000002
C, tp=46, ts=46, x0=226077353, x1=1000001
C, tp=46, ts=46, x0=158248868, x1=1000001
A, tp=46, ts=46, x0=331284663, x1=6
B, tp=46, ts=46, x0=526919634, x1=786373207
C, tp=46, ts=46, x0=571345252, x1=1000001
C, tp=46, ts=46, x0=982326190, x1=1000001
C, tp=46, ts=46, x0=844025242, x1=1000001
C, tp=46, ts=46, x0=876849507, x1=1000002
A, tp=46, ts=46, x0=416180451, x1=5
C, tp=46, ts=46, x0=987452556, x1=1000002
C, tp=46, ts=46, x0=443806323, x1=1000002
C, tp=46, ts=46, x0=212088940, x1=1000002
B, tp=46, ts=46, x0=197363272, x1=933400915
B, tp=46, ts=46, x0=543786964, x1=222979692
C, tp=46, ts=46, x0=795428170, x1=1000001
B, tp=46, ts=46, x0=818910116, x1=497080754
B, tp=46, ts=46, x0=462399341, x1=780458238
B, tp=46, ts=46, x0=102880884, x1=782581671
B, tp=46, ts=46, x0=339144696, x1=245929742
B, tp=46, ts=46, x0=646970769, x1=476555609
C, tp=46, ts=46, x0=203786309, x1=1000009
B, tp=46, ts=46, x0=804699339, x1=197861548
C, tp=46, ts=46, x0=799850316, x1=1000001
C, tp=46, ts=46, x0=204428007, x1=1000002
B, tp=46, ts=46, x0=255788525, x1=507840180
B, tp=46, ts=46, x0=560963667, x1=402744528
B, tp=46, ts=46, x0=24957472, x1=617896611
B, tp=46, ts=46, x0=866984741, x1=811450861
A, tp=46, ts=46, x0=736987741, x1=130
B, tp=46, ts=46, x0=118959911, x1=415611612
C, tp=46, ts=46, x0=140042568, x1=1000001
C, tp=46, ts=46, x0=145865261, x1=1000001
C, tp=46, ts=46, x0=519381353, x1=1000004
C, tp=46, ts=46, x0=263524583, x1=1000001
C, tp=46, ts=46, x0=941130621, x1=1000005
C, tp=46, ts=46, x0=241103820, x1=1000002
A, tp=46, ts=46, x0=264616664, x1=6
C, tp=46, ts=46, x0=268750643, x1=1000001
C, tp=46, ts=46, x0=612173431, x1=1000001
B, tp=46, ts=46, x0=795722158, x1=899654081
B, tp=46, ts=46, x0=228977456, x1=746966112
C, tp=46, ts=46, x0=74020630, x1=1000002
B, tp=46, ts=46, x0=2646051, x1=765443696
B, tp=46, ts=46, x0=126287198, x1=864190363
C, tp=46, ts=46, x0=511728392, x1=1000001
C, tp=46, ts=46, x0=99284639, x1=1000006
B, tp=46, ts=46, x0=704226683, x1=613582967
B, tp=46, ts=46, x0=295031292, x1=315195733
B, tp=46, ts=46, x0=471265264, x1=842060958
C, tp=46, ts=46, x0=325479229, x1=1000001
C, tp=46, ts=46, x0=938920131, x1=1000001
B, tp=46, ts=46, x0=955718463, x1=387334705
B, tp=46, ts=46, x0=191759673, x1=102486155
C, tp=46, ts=46, x0=487920410, x1=1000001
B, tp=46, ts=46, x0=791189455, x1=128839454
C, tp=46, ts=46, x0=30183428, x1=1000001
B, tp=46, ts=46, x0=80983022, x1=389777903
B, tp=46, ts=46, x0=412485154, x1=78952309
B, tp=46, ts=46, x0=371925753, x1=752836537
B, tp=46, ts=46, x0=767757606, x1=186145748
C, tp=46, ts=46, x0=23315353, x1=1000001
C, tp=46, ts=46, x0=993743175, x1=1000066
C, tp=46, ts=46, x0=995547665, x1=1000003
C, tp=46, ts=46, x0=383148623, x1=1000001
B, tp=46, ts=46, x0=792895009, x1=2033643
A, tp=46, ts=46, x0=212149291, x1=4
A, tp=46, ts=46, x0=731308213, x1=4
B, tp=46, ts=46, x0=713379483, x1=588487765
B, tp=46, ts=46, x0=39538844, x1=620966204
B, tp=46, ts=46, x0=376334447, x1=622300569
C, tp=46, ts=46, x0=335961472, x1=1000004
A, tp=46, ts=46, x0=510730207, x1=4
B, tp=46, ts=46, x0=849936641, x1=822101895
B, tp=46, ts=46, x0=356264124, x1=443394700
C, tp=46, ts=46, x0=557872838, x1=1000003
C, tp=46, ts=46, x0=986312190, x1=1000014
B, tp=46, ts=46, x0=110529395, x1=680818353
B, tp=46, ts=46, x0=814742392, x1=971532846
B, tp=46, ts=46, x0=917980039, x1=93008798
C, tp=46, ts=46, x0=326021949, x1=1000003
C, tp=46, ts=46, x0=364842213, x1=1000001
C, tp=46, ts=46, x0=606640702, x1=1000003
C, tp=46, ts=46, x0=596271099, x1=1000001
B, tp=46, ts=46, x0=541477194, x1=500534276
B, tp=46, ts=46, x0=751461412, x1=770957235
C, tp=46, ts=46, x0=876656241, x1=1000002
